Name,Forcefield,Lipid,Software,Files
Kulig2015_CHOL,opls-aa Rog2016,CHOL - Cholesterol,Gromacs,"CHOL.gro,  CHOL.itp"
Jambeck2012_POPC,slipids,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Jambeck2012_DLPC,slipids,DLPC - PC(12:0/​12:0),Gromacs,"DLPC.gro,  DLPC.itp"
Jambeck2012_DMPC,slipids,DMPC - PC(14:0/​14:0),Gromacs,"DMPC.gro,  DMPC.itp"
Jambeck2012_DPPC,slipids,DPPC - PC(16:0/​16:0),Gromacs,"DPPC.gro,  DPPC.itp"
Jambeck2012_PIPC,slipids,"PIPC - PC(16:0/​18:2(9Z,12Z))",Gromacs,"PIPC.gro,  PIPC.itp"
Jambeck2012_SOPC,slipids,SOPC - PC(18:0/​18:1(9Z)),Gromacs,"SOPC.gro,  SOPC.itp"
Ermilova2016_SAPC,slipids,"SAPC - PC(18:0/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"SAPC.gro,  SAPC.itp"
Ermilova2016_S8PC,slipids,"S8PC - PC(18:0/​22:5(4Z,7Z,10Z,13Z,16Z))",Gromacs,"S8PC.gro,  S8PC.itp"
Ermilova2016_SUPC,slipids,"SUPC - PC(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"SUPC.gro,  SUPC.itp"
Jambeck2012_DOPC,slipids,DOPC - PC(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPC.gro,  DOPC.itp"
Ermilova2016_DUPC,slipids,"DUPC - PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"DUPC.gro,  DUPC.itp"
Ermilova2016_SWPC,slipids,"SWPC - PC(18:0/​18:3(9Z,12Z,15Z))",Gromacs,"SWPC.gro,  SWPC.itp"
Ermilova2016_ENTW,slipids,"ENTW - PC(19:0/​20:5(5Z,8Z,11Z,14Z,17Z))",Gromacs,"ENTW.gro,  ENTW.itp"
Ermilova2016_PUPC,slipids,"PUPC - PC(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPC.gro,  PUPC.itp"
Jambeck2012_POPE,slipids,POPE - PE(16:0/​18:1(9Z)),Gromacs,"POPE.gro,  POPE.itp"
Jambeck2012_DPPE,slipids,DPPE - PE(16:0/​16:0),Gromacs,"DPPE.gro,  DPPE.itp"
Jambeck2012_DOPE,slipids,DOPE - PE(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPE.gro,  DOPE.itp"
Jambeck2012_DLPE,slipids,DLPE - PE(12:0/​12:0),Gromacs,"DLPE.gro,  DLPE.itp"
Jambeck2012_DOPS,slipids,DOPS - PS(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPS.gro,  DOPS.itp"
Jambeck2012_DMPG,slipids,DMPG - PG(14:0/​14:0),Gromacs,"DMPG.gro,  DMPG.itp"
Jambeck2012_DLPG,slipids,DLPG - PG(12:0/​12:0),Gromacs,"DLPG.gro,  DLPG.itp"
Jambeck2012_DSPG,slipids,DSPG - PG(18:0/​18:0),Gromacs,"DSPG.gro,  DSPG.itp"
Jambeck2012_DOPG,slipids,DOPG - PG(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPG.gro,  DOPG.itp"
Jambeck2012_DPPG,slipids,DPPG - PG(16:0/​16:0),Gromacs,"DPPG.gro,  DPPG.itp"
Jambeck2012_POPG,slipids,POPG - PG(16:0/​18:1(9Z)),Gromacs,"POPG.gro,  POPG.itp"
Jambeck2012_DSSM,slipids,DSSM - SM(d18:1/​18:0),Gromacs,"DSSM.gro,  DSSM.itp"
Jambeck2012_SPSM,slipids,SPSM - SM(d18:1/​16:0),Gromacs,"SPSM.gro,  SPSM.itp"
Jambeck2012_CHOL,slipids,CHOL - Cholesterol,Gromacs,"CHOL.gro,  CHOL.itp"
